GeoFIPS,GeoName,Region,TableName,LineCode,IndustryClassification,Description,Unit,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
 "01000","Alabama",5,"SAACArtsComp: ACPSA compensation by ACPSA industry",10,"...","Total ACPSA compensation","Thousands of dollars",2397144,2531223,2478906,2498350,2486478,2482017,2460258,2494987,2387402,2369236,2397137,2314126,2311392,2325052,2411029,2400495
 "01000","Alabama",5,"SAACArtsComp: ACPSA compensation by ACPSA industry",100,"..."," Core arts and cultural production","Thousands of dollars",242105,247334,258689,264903,277894,293283,306218,328453,321428,316766,314286,316037,323613,340763,352626,358916
 "01000","Alabama",5,"SAACArtsComp: ACPSA compensation by ACPSA industry",111,"...","  Performing arts companies","Thousands of dollars",24034,20956,20250,22373,21691,19982,18043,18566,20200,31863,30155,28252,28254,30742,30299,31134
 "01000","Alabama",5,"SAACArtsComp: ACPSA compensation by ACPSA industry",112,"...","  Promoters of performing arts and similar events","Thousands of dollars",6323,10531,10984,7905,8184,9428,9553,11725,11486,9850,11443,13597,15331,16224,16430,16135
 "01000","Alabama",5,"SAACArtsComp: ACPSA compensation by ACPSA industry",113,"...","  Agents/managers for artists","Thousands of dollars",533,416,461,500,443,489,630,585,809,879,589,542,726,739,629,714
 "01000","Alabama",5,"SAACArtsComp: ACPSA compensation by ACPSA industry",114,"...","  Independent artists, writers, and performers","Thousands of dollars",4021,4430,5818,5102,6820,6727,4594,5747,5719,5105,5046,4739,6147,4775,4901,6124
 "01000","Alabama",5,"SAACArtsComp: ACPSA compensation by ACPSA industry",120,"...","  Museums","Thousands of dollars",10040,10724,(D),(D),(D),16610,(D),(D),(D),15408,(D),16470,17684,(D),(D),27995
 "01000","Alabama",5,"SAACArtsComp: ACPSA compensation by ACPSA industry",131,"...","  Advertising","Thousands of dollars",32577,32191,34346,37789,40684,45872,48437,51434,48750,50591,51401,55788,(D),60487,61871,(D)
 "01000","Alabama",5,"SAACArtsComp: ACPSA compensation by ACPSA industry",132,"...","  Architectural services","Thousands of dollars",69216,68150,73158,76409,84565,92157,101313,107516,101252,83889,80119,74259,74236,73099,81927,82868
 "01000","Alabama",5,"SAACArtsComp: ACPSA compensation by ACPSA industry",133,"...","  Landscape architectural services","Thousands of dollars",6896,6365,7125,4896,4523,5842,6134,6407,6569,8771,8166,7552,7890,10170,9581,10403
 "01000","Alabama",5,"SAACArtsComp: ACPSA compensation by ACPSA industry",134,"...","  Interior design services","Thousands of dollars",3859,3348,3597,3976,4452,5610,7068,5812,4463,5735,5518,5155,5400,5904,6545,7723
 "01000","Alabama",5,"SAACArtsComp: ACPSA compensation by ACPSA industry",135,"...","  Industrial design services","Thousands of dollars",711,589,719,504,621,1008,894,4156,3885,4877,4875,3474,1981,2201,2153,2293
 "01000","Alabama",5,"SAACArtsComp: ACPSA compensation by ACPSA industry",136,"...","  Graphic design services","Thousands of dollars",8408,7919,8717,10109,11216,11858,11906,13305,11689,13595,12135,10558,12004,14329,15895,16679
 "01000","Alabama",5,"SAACArtsComp: ACPSA compensation by ACPSA industry",137,"...","  Computer systems design","Thousands of dollars",9610,10964,11895,11963,11871,12341,14210,17749,18495,19358,20340,22932,21223,22488,23147,22192
 "01000","Alabama",5,"SAACArtsComp: ACPSA compensation by ACPSA industry",138,"...","  Photography and photofinishing services","Thousands of dollars",41624,42717,40880,37314,34594,30298,30718,31361,32578,29964,(D),(D),(D),(D),(D),(D)
 "01000","Alabama",5,"SAACArtsComp: ACPSA compensation by ACPSA industry",139,"...","  All other design services","Thousands of dollars",698,850,691,881,877,847,917,920,707,771,798,740,755,891,765,581
 "01000","Alabama",5,"SAACArtsComp: ACPSA compensation by ACPSA industry",140,"...","  Fine arts education","Thousands of dollars",10975,10893,(D),(D),(D),16337,(D),(D),(D),17554,18593,(D),(D),17969,18697,19209
 "01000","Alabama",5,"SAACArtsComp: ACPSA compensation by ACPSA industry",150,"...","  Education services","Thousands of dollars",12579,16292,15649,17192,17242,17876,17799,17722,19045,18554,18677,19655,19957,20239,22145,21147
 "01000","Alabama",5,"SAACArtsComp: ACPSA compensation by ACPSA industry",200,"..."," Supporting arts and cultural production","Thousands of dollars",2036809,2161725,2097272,2105546,2074814,2049480,2007643,2016876,1920828,1920044,1951079,1849558,1844318,1837160,1900789,1881681
 "01000","Alabama",5,"SAACArtsComp: ACPSA compensation by ACPSA industry",211,"...","  Rental and leasing","Thousands of dollars",23533,31445,33749,36558,30938,30946,31403,21710,19501,17331,11494,12046,12596,13034,13785,14324
 "01000","Alabama",5,"SAACArtsComp: ACPSA compensation by ACPSA industry",212,"...","  Grantmaking and giving services","Thousands of dollars",801,890,1107,1126,1239,962,1162,966,1160,1124,1153,1179,1340,1503,1693,1896
 "01000","Alabama",5,"SAACArtsComp: ACPSA compensation by ACPSA industry",213,"...","  Unions","Thousands of dollars",3297,2775,2822,3002,3470,4780,4503,4977,4989,4919,5196,5369,5459,5708,5669,6233
 "01000","Alabama",5,"SAACArtsComp: ACPSA compensation by ACPSA industry",214,"...","  Government","Thousands of dollars",1033669,1077287,1040479,988027,935411,868966,821361,880137,884686,880686,887238,850540,857830,848953,865769,875059
 "01000","Alabama",5,"SAACArtsComp: ACPSA compensation by ACPSA industry",215,"...","  Other support services","Thousands of dollars",728,499,557,558,522,657,739,788,(D),(D),948,988,1013,1032,1113,1004
 "01000","Alabama",5,"SAACArtsComp: ACPSA compensation by ACPSA industry",221,"...","  Publishing","Thousands of dollars",146450,146453,165466,171888,175209,174777,183110,185538,176332,155991,(D),(D),(D),(D),(D),(D)
 "01000","Alabama",5,"SAACArtsComp: ACPSA compensation by ACPSA industry",222,"...","  Motion pictures","Thousands of dollars",26159,28018,32045,29951,30623,32489,34923,35496,38317,37585,38003,36240,33135,38554,45435,42349
 "01000","Alabama",5,"SAACArtsComp: ACPSA compensation by ACPSA industry",223,"...","  Sound recording","Thousands of dollars",1257,1300,1135,1851,1682,1888,3167,3906,4469,3482,3456,3748,4506,6274,7282,7369
 "01000","Alabama",5,"SAACArtsComp: ACPSA compensation by ACPSA industry",224,"...","  Broadcasting","Thousands of dollars",300741,332194,313250,349797,369755,379698,377794,363303,337680,326866,357466,336592,333635,340654,335923,330548
 "01000","Alabama",5,"SAACArtsComp: ACPSA compensation by ACPSA industry",225,"...","  Other information services","Thousands of dollars",(D),(D),(D),(D),12722,(D),9740,(D),(D),13506,(D),(D),11091,11125,(D),(D)
 "01000","Alabama",5,"SAACArtsComp: ACPSA compensation by ACPSA industry",231,"...","  Jewelry and silverware manufacturing","Thousands of dollars",1391,1477,2104,2165,2096,2502,2872,2583,2945,3054,3123,3233,2890,3084,3277,3992
 "01000","Alabama",5,"SAACArtsComp: ACPSA compensation by ACPSA industry",232,"...","  Printed goods manufacturing","Thousands of dollars",(D),57680,(D),46976,46267,49362,49605,48782,(D),(D),36685,34119,34943,36588,36647,35983
 "01000","Alabama",5,"SAACArtsComp: ACPSA compensation by ACPSA industry",233,"...","  Musical instruments manufacturing","Thousands of dollars",(D),(D),(D),(D),(D),(NA),(NA),(D),(D),(NA),(NA),(NA),(NA),(NA),(NA),(NA)
 "01000","Alabama",5,"SAACArtsComp: ACPSA compensation by ACPSA industry",234,"...","  Custom architectural woodwork and metalwork manufacturing","Thousands of dollars",(D),(D),(D),(D),(D),26204,35481,35342,30210,27432,26460,(D),(D),(D),(D),(D)
 "01000","Alabama",5,"SAACArtsComp: ACPSA compensation by ACPSA industry",235,"...","  Camera and motion picture equipment manufacturing","Thousands of dollars",138,(D),165,202,(D),(D),187,191,(D),150,240,11,9,29,10,14
 "01000","Alabama",5,"SAACArtsComp: ACPSA compensation by ACPSA industry",236,"...","  Other goods manufacturing","Thousands of dollars",16579,15237,15931,18350,18734,21784,28604,28614,24834,26348,27616,27673,(D),(D),(D),(D)
 "01000","Alabama",5,"SAACArtsComp: ACPSA compensation by ACPSA industry",240,"...","  Construction","Thousands of dollars",110130,150254,130236,125061,114871,106893,85029,65515,50084,102859,87610,52542,41463,50773,68930,49759
